Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
5234,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,6205,2.954670529,3.386,0,0,19.81795692,15613.33443,78,-0.80375333,0.821750181,0.214853416,0.015626534,0.000107605,7.02E-05,1.29E-09,8.23E-06,5.96E-09,39935.30489,19738.36652,4424.914809,1202.909626,1099.209861,267.9872207,436.7150795,692.0462613,584.9428284,592.7146108,20130828 180236  152  000000 0170 0570.bmp
5235,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,7158,4.398230322,3.906,0,0,41.60460281,33321.98525,42,2.541679823,1.832180283,0.361499431,0.083918942,0.01364436,0.010940965,0.000130812,0.003152945,2.75E-05,73294.69346,31677.67455,7645.861905,2029.933561,3770.551348,1822.062434,1425.830016,765.1210116,498.7843014,245.9252113,20130828 180236  186  000000 0458 0542.bmp
5236,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,5141,9.248680045,2.805,0,0,31.01593399,27185.40068,48,1.15331182,1.639905116,0.364673385,0.090747669,0.02449128,0.019779106,0.000435325,0.005916445,1.34E-06,77145.01893,25940.82536,10705.46631,6683.981594,1778.228902,954.4310636,1920.41174,1047.370015,2082.507388,1087.901611,20130828 180236  219  000000 0866 0570.bmp
5237,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,6892,3.910831207,3.761,0,0,19,19506.41596,75,-0.761715057,0.93132585,0.312248239,0.069647729,7.48E-05,8.50E-06,7.11E-11,-6.52E-07,2.02E-10,54641.96121,25376.40606,4502.109994,2936.750663,1287.204985,396.1015703,471.1771259,189.648749,141.1467927,117.3458351,20130828 180236  352  000000 0778 0142.bmp
5238,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,593,3.019229987,0.324,0,0,7.377500057,1434.214714,60,1.375320526,1.631056936,0.180427778,0.001576426,0.000279587,3.30E-05,2.19E-09,9.33E-07,-2.28E-09,4547.593759,1860.210284,292.2078622,158.9603581,50.06095466,70.8764131,77.01210966,52.3560112,76.56064529,42.10573311,20130828 180236  919  000000 0910 0174.bmp
5239,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1213.165128,1223.455,-0.339,32.12318922,27.109,-2977.338,-0.893,0,0,0,9999,0.366,0.015,0.015,0.015,0,0,,NC,NC,159,4.328497233,0.087,0,0,7.101985931,397.4065471,68,0.158846644,1.371478947,0.249464109,0.014307915,0.000324498,0.000569381,2.35E-07,4.31E-05,-6.96E-08,2245.708129,604.4962632,101.3313838,49.54685508,41.27735499,60.07938988,27.22448119,35.61884515,19.387763,19.46848977,20130828 180237  418  000000 0374 0386.bmp
5240,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1213.165128,1223.455,-0.339,32.12318922,27.109,-2977.338,-0.893,0,0,0,9999,0.366,0.015,0.015,0.015,0,0,,NC,NC,4679,5.088502344,2.553,0,0,40.04634857,15837.41487,41,4.244526565,2.207875827,0.249826137,0.020028067,0.001474884,0.001603741,1.98E-06,0.000218924,-1.47E-06,43327.55359,18807.27661,5440.330375,2326.045517,1945.485852,1664.598959,1295.301529,714.5092669,725.0785517,167.8564525,20130828 180237  618  000000 0626 0586.bmp
5241,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1213.165128,1223.455,-0.339,32.12318922,27.109,-2977.338,-0.893,0,0,0,9999,0.366,0.015,0.015,0.015,0,0,,NC,NC,341,1.456358098,0.186,0,0,2.747211218,392.4333557,126,-1.651006306,0.069329948,0.167489382,0.001157944,0.000238824,6.52E-06,-1.01E-10,-5.33E-08,-2.36E-10,1786.227589,746.5662802,107.9496346,36.50178283,4.319877196,6.316255428,13.5671162,18.55332011,10.87647279,15.67781679,20130828 180237  785  000000 1034 0694.bmp
5242,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1213.165128,1223.455,-0.339,32.12318922,27.109,-2977.338,-0.893,0,0,0,9999,0.366,0.015,0.015,0.015,0,0,,NC,NC,9645,3.233067753,5.263,0,0,15.02893353,45297.04286,45,2.187871853,1.860653624,0.288074107,0.05513244,0.001449033,0.000555862,4.79E-07,9.74E-05,1.38E-07,66819.11859,35748.50966,3298.887499,1863.829421,590.6892505,237.0671809,167.6046044,347.8582045,562.5212682,238.5447926,20130828 180237  885  000000 0142 0498.bmp
5243,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1206.809622,1217.027,-0.339,32.12135488,27.105,-497.03,-0.892,-106.112,0,0,9999,0.347,0.016,0.016,0.015,0,0,,NC,NC,8855,6.708219904,4.832,0,0,77.80831909,60022.77911,31,5.395275966,2.465671344,0.299402157,0.012986163,0.007094851,0.004800309,-9.93E-06,-0.00017549,-2.62E-05,109534.1775,46312.21738,12304.71533,9794.202542,6801.167352,1460.883611,1789.927714,397.385753,1553.707431,308.836049,20130828 180238  285  000000 0598 0498.bmp
5244,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1206.809622,1217.027,-0.339,32.12135488,27.105,-497.03,-0.892,-106.112,0,0,9999,0.347,0.016,0.016,0.015,0,0,,NC,NC,100,4.011299311,0.055,0,0,6.699228764,310.0052134,68,-0.099847847,1.282118322,0.333869733,0.027752822,0.007843737,0.000292068,-4.12E-07,4.84E-05,1.61E-07,1375.014545,367.1014283,33.74053368,84.61802807,38.7085145,18.16074822,4.957326665,13.541779,8.305896584,6.530467382,20130828 180238  485  000000 1034 0626.bmp
5245,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1206.809622,1217.027,-0.339,32.12135488,27.105,-497.03,-0.892,-106.112,0,0,9999,0.347,0.016,0.016,0.015,0,0,,NC,NC,3413,2.988120703,1.862,0,0,7.694153786,9553.618672,69,-0.158866602,0.984480494,0.300334812,0.062000504,0.001624961,0.000730136,7.78E-07,0.000161671,-1.66E-07,25322.76654,11393.22557,1578.357498,1407.013834,212.5873523,821.9944816,100.0655337,19.56656472,65.3495734,126.5114177,20130828 180238  518  000000 0606 0454.bmp
5246,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1199.54228,1209.677,-0.342,32.12706013,27.104,-564.808,-0.892,0,0,0,9999,0.336,0.016,0.016,0.015,0,0,,NC,NC,106,4.110796193,0.058,0,0,8.736982346,326.1481193,61,0.589008445,1.509791466,0.314436279,0.018349304,0.020242955,0.008578632,0.0001089,0.001134272,-3.03E-05,1523.466114,364.5655418,130.6265932,87.44684217,19.77239883,2.684452906,24.77308845,11.43703175,10.68900529,5.893080563,20130828 180239  684  000000 0866 0342.bmp
5247,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,141,7.206197253,0.077,0,0,10.08726597,485.7035047,67,-0.080951693,1.349506597,0.377571947,0.041819897,0.029493598,0.001808082,-9.98E-06,-0.000290871,-8.65E-06,1898.897048,745.6062516,107.6132473,122.9318537,118.3715988,13.37991956,10.82348266,41.61995938,4.099249636,25.92417031,20130828 180240  284  000000 1046 0182.bmp
5248,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,92,2.61641074,0.05,0,0,3.021932364,161.4319188,99,-1.184900784,0.645291032,0.234721416,0.019614168,0.001710749,0.000536272,3.96E-07,3.74E-05,3.27E-07,1113.088047,283.1379792,49.31961206,22.64833778,13.45610055,6.840349216,13.72363272,5.108767465,7,0.573593483,20130828 180240  417  000000 1022 0418.bmp
5249,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,11947,29.62529388,6.519,0,0,177.1730652,243547.5361,15,16.69840777,4.096086461,0.836700659,0.004753442,0.898505092,0.015770263,-0.001330254,-0.000883372,-0.001324551,569482.5122,231244.7541,35404.02215,39837.21065,22494.15788,19748.71975,7776.042296,4181.061805,3151.682275,2028.534857,20130828 180241  317  000000 0474 0374.bmp
5250,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,65,1.253588419,0.035,0,0,0,48.56976166,113,-1.146675994,0.511488493,0.171831814,0.003113498,0.0001249,8.65E-06,1.99E-10,3.52E-07,-2.03E-10,544.0523872,125.3182272,2.956690703,2.32704511,4.278376131,2.632170788,2.337369065,2.775504831,1.054921317,0.732050808,20130828 180241  483  000000 0734 0898.bmp
5251,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,9025,4.698582763,4.925,0,0,19.18394279,57919.72082,37,3.0003293,2.030900702,0.366231967,0.099832294,0.011134086,0.006082027,4.96E-05,0.001811555,-6.93E-06,72718.01496,40581.86001,5808.887722,4370.379855,499.5933369,2024.402043,160.1639467,280.3027898,685.5057384,518.4322667,20130828 180241  550  000000 0422 0734.bmp
5252,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,6191,3.665135891,3.378,0,0,26.1817646,24624.23162,64,-0.066681011,1.26669409,0.250509712,0.028310951,0.001892271,0.001553099,2.64E-06,0.000241137,3.50E-07,39186.83598,21636.50754,4732.431681,2589.634615,696.0812634,1225.095199,1012.16867,523.1418555,449.3072837,559.584321,20130828 180241  584  000000 0110 0198.bmp
5253,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,158,1.46858404,0.086,0,0,1.785687327,160.2082858,102,-0.951310151,0.609966308,0.166277719,0.00148638,3.19E-05,8.78E-07,-1.22E-12,-2.27E-09,-4.49E-12,925.9341229,345.7525102,21.98810375,9.589551517,6.540994549,8.118233988,5.258978442,2.591393593,1.832753079,6.389012108,20130828 180241  750  000000 0786 0798.bmp
5254,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,7109,3.739517191,3.879,0,0,16.52317429,34187.20199,48,1.322615339,1.644057505,0.341149817,0.086211284,0.005363257,0.003262624,1.36E-05,0.000900386,-1.24E-06,45316.07137,27058.75063,5391.108547,2182.950869,1149.260284,481.9695844,528.997874,144.3218067,312.6974873,274.7877315,20130828 180241  817  000000 0154 0330.bmp
5255,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,153,1.406318299,0.083,0,0,0,97.44803167,112,-0.177045572,0.813151819,0.215549667,0.020930035,1.88E-05,1.74E-06,1.44E-12,-3.79E-08,-9.85E-12,1036.82689,347.8797914,9.93907638,32.07540339,6.69213043,5.104130904,3.200412581,3.923117263,2.732050808,1.280112115,20130828 180241  850  000000 0990 0238.bmp
5256,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,4344,1.72645517,2.37,0,0,2.606233358,7574.43908,132,-1.648280043,-0.07133704,0.231182781,0.022789487,0.003007018,0.000682414,9.51E-07,9.82E-05,-2.27E-07,17869.22732,11447.39157,921.3403171,606.4962669,612.5956868,45.29243901,273.2692545,63.41948603,49.83461521,156.0768561,20130828 180241  883  000000 0130 0642.bmp
5257,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1193.038042,1203.099,-0.344,32.14965484,27.117,1388.891,-0.897,296.471,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,6424,3.968219634,3.506,0,0,16.40742302,26735.28505,45,1.955825172,1.719433197,0.306793407,0.065475058,0.00197795,0.001327205,2.15E-06,0.000339026,-5.38E-09,48154.29951,23301.60564,6624.66114,1838.002169,1244.650329,691.9927539,854.573039,910.6532071,225.3353498,410.3980585,20130828 180241  983  000000 0146 0194.bmp
5258,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1182.210382,1192.149,-0.349,32.16067726,27.117,5212.124,-0.869,1113.474,0,0,9999,0.345,0.016,0.015,0.015,0,0,,NC,NC,150,3.145274564,0.082,0,0,5.074689865,289.9101922,85,-0.54023549,1.056158545,0.29921056,0.050900036,0.001635983,0.000808773,8.25E-07,0.000144175,-4.31E-07,1782.101288,511.3810678,102.984921,72.48105233,41.86274723,38.56336011,17.54309599,13.20451285,3.031484431,8.97763776,20130828 180242  250  000000 0554 0130.bmp
5259,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1182.210382,1192.149,-0.349,32.16067726,27.117,5212.124,-0.869,1113.474,0,0,9999,0.345,0.016,0.015,0.015,0,0,,NC,NC,10333,6.660515437,5.639,0,0,48.38381958,43429.9476,53,1.12774392,1.57061504,0.336727819,0.073546519,0.005692491,0.00345918,1.50E-05,0.000653549,-3.07E-06,83093.80461,49319.84217,14282.78146,9049.440668,1330.235375,3282.977021,3555.449495,910.0146022,1720.575535,1262.495076,20130828 180242  283  000000 0270 0702.bmp
5260,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1182.210382,1192.149,-0.349,32.16067726,27.117,5212.124,-0.869,1113.474,0,0,9999,0.345,0.016,0.015,0.015,0,0,,NC,NC,808,1.902771383,0.441,0,0,6.00812912,1720.237684,106,-1.662740477,0.151930775,0.209728359,0.014293888,0.000941167,5.90E-05,-4.61E-09,-1.57E-06,-1.31E-08,4460.171521,1949.396644,272.7559437,189.3224183,29.44493131,52.56948367,26.3062296,45.274415,33.67020992,11.61818301,20130828 180242  516  000000 0146 0398.bmp
5261,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1182.210382,1192.149,-0.349,32.16067726,27.117,5212.124,-0.869,1113.474,0,0,9999,0.345,0.016,0.015,0.015,0,0,,NC,NC,5394,3.413088756,2.943,0,0,37.06887436,22565.02468,45,2.348243273,1.875702774,0.30454911,0.051342967,0.007849263,0.005786917,3.87E-05,0.001189555,-4.85E-06,39119.10276,20143.43847,5285.508625,1128.194375,963.3136087,462.1087975,710.706143,405.6128359,272.3207764,267.6162095,20130828 180242  616  000000 0158 0442.bmp
5262,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1182.210382,1192.149,-0.349,32.16067726,27.117,5212.124,-0.869,1113.474,0,0,9999,0.345,0.016,0.015,0.015,0,0,,NC,NC,23177,5.918894552,12.647,0,0,75.32120514,86666.29928,51,1.373585845,1.564869018,0.244890328,0.026989665,0.000243557,0.000259908,6.49E-08,3.21E-05,-7.63E-09,213448.004,99719.16487,33019.6512,12597.08097,9790.515099,4311.91859,3612.962538,5002.395706,4645.142505,2201.005854,20130828 180242  750  000000 0530 0078.bmp
5263,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1175.50783,1185.371,-0.351,32.18733088,27.133,-120.668,0,-25.782,0,0,9999,0.347,0.015,0.016,0.015,0,0,,NC,NC,6723,3.139205295,3.669,0,0,18.12158775,31552.37932,35,4.918651254,2.287926053,0.323926811,0.074650218,0.005189339,0.002738002,1.02E-05,0.000681591,-1.33E-06,49907.28469,22908.19208,3762.179083,1313.202668,1180.969748,995.7666172,665.8815423,309.8197963,191.1686797,100.3608076,20130828 180243  083  000000 0290 0434.bmp
5264,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1175.50783,1185.371,-0.351,32.18733088,27.133,-120.668,0,-25.782,0,0,9999,0.347,0.015,0.016,0.015,0,0,,NC,NC,107,5.500238178,0.058,0,0,5.692099571,337.4616336,75,-0.472351218,1.156153028,0.429905658,0.102442358,0.038932468,0.01256685,0.000226703,0.001796344,-0.000160849,1735.484082,513.1504323,74.21226674,69.98257475,29.5816229,27.92799757,35.84071005,6.982121028,17.95609778,13.54242127,20130828 180243  549  000000 1014 0674.bmp
5265,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1175.50783,1185.371,-0.351,32.18733088,27.133,-120.668,0,-25.782,0,0,9999,0.347,0.015,0.016,0.015,0,0,,NC,NC,146,1.709194827,0.08,0,0,0,242.8813212,97,-0.739597518,0.693952515,0.270521594,0.04667339,1.59E-05,6.29E-06,6.29E-11,1.36E-06,-7.58E-13,1182.80514,363.9599966,11.81622347,44.54779323,7.713583404,7.393167624,2.297272491,2.804296464,1.535160812,1.688726565,20130828 180243  949  000000 0382 0906.bmp
5266,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1168.238414,1178.02,-0.353,32.19595082,27.135,-564.352,-0.86,-120.597,0,0,9999,0.342,0.015,0.015,0.015,0,0,,NC,NC,95,1.340184988,0.052,0,0,0,114.2343362,84,-0.084587742,1.22346776,0.166292138,0.000491697,0.000192226,2.86E-06,-5.66E-11,5.89E-08,3.59E-11,641.4865548,200.9927448,17.64004081,4.114389776,1.880821306,2.795906331,3.16227766,3.166428493,2.083791773,1,20130828 180244  016  000000 0862 0866.bmp
5267,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1168.238414,1178.02,-0.353,32.19595082,27.135,-564.352,-0.86,-120.597,0,0,9999,0.342,0.015,0.015,0.015,0,0,,NC,NC,145,1.660067504,0.079,0,0,1.212678075,215.1825858,111,-1.043852554,0.452462977,0.256519806,0.039128229,4.55E-05,1.66E-05,4.33E-10,2.72E-06,1.39E-10,1117.895344,358.6403869,10.34482696,41.3195526,6.431074878,10.78801451,1.893515694,3.232933451,2.137987526,1.507876006,20130828 180244  016  000001 0970 0906.bmp
5268,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1161.801443,1171.511,-0.354,32.20570475,27.139,-888.339,-0.851,0,0,0,9999,0.34,0.016,0.016,0.015,0,0,,NC,NC,257,2.237036651,0.14,0,0,5.598844528,496.3387513,70,0.776516445,1.419388507,0.193578497,0.000237678,0.002552963,1.75E-05,-2.94E-09,1.23E-08,-2.25E-09,1827.435361,674.395953,24.37181002,53.82930827,56.04978717,33.5217797,6.839927609,25.04832103,17.30054039,3.956874303,20130828 180245  082  000000 0438 0366.bmp
5269,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1161.801443,1171.511,-0.354,32.20570475,27.139,-888.339,-0.851,0,0,0,9999,0.34,0.016,0.016,0.015,0,0,,NC,NC,278,1.610074984,0.152,0,0,3.162277699,397.9590503,73,1.064573829,1.49445735,0.172901423,0.00208889,0.000243789,5.29E-06,-5.34E-12,1.78E-07,-1.90E-10,1790.022626,686.917367,76.18316241,22.55974959,16.41363772,26.24596174,11.50763337,11.37829961,31.31458997,10.83634656,20130828 180245  115  000000 0846 0366.bmp
5270,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1161.801443,1171.511,-0.354,32.20570475,27.139,-888.339,-0.851,0,0,0,9999,0.34,0.016,0.016,0.015,0,0,,NC,NC,236,2.15792498,0.129,0,0,5.703752041,395.0105654,79,-0.557564482,1.070983269,0.202573445,0.003719574,0.002222786,0.000225103,1.02E-07,1.13E-05,-1.23E-07,1897.624831,639.516004,20.9110872,55.9089142,46.79663695,39.66748581,13.42887155,13.7041154,11.30561979,4,20130828 180245  482  000000 0590 0330.bmp
5271,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1161.801443,1171.511,-0.354,32.20570475,27.139,-888.339,-0.851,0,0,0,9999,0.34,0.016,0.016,0.015,0,0,,NC,NC,150,2.452985256,0.082,0,0,3.405877352,187.5348505,97,-0.937750675,0.76944597,0.231983852,0.024056325,0.000944488,0.000452375,2.93E-07,7.01E-05,4.06E-08,1237.237245,445.3218198,58.34350916,51.59932873,4.640118237,10.19615242,9.319562297,7.404947238,0.349700451,11.2162174,20130828 180245  782  000000 0490 0250.bmp
5272,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1161.801443,1171.511,-0.354,32.20570475,27.139,-888.339,-0.851,0,0,0,9999,0.34,0.016,0.016,0.015,0,0,,NC,NC,60,1.193602255,0.033,0,0,0,39.57509601,136,-1.473469945,0.05483862,0.165125308,0.001498162,4.52E-05,7.03E-07,1.04E-12,-6.16E-09,3.82E-12,472.3473298,105.5408082,3.732050808,5.22625186,3.346065215,0.909943169,2,3.979175217,0.51763809,1.530733729,20130828 180245  882  000000 0182 0718.bmp
5273,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1156.370064,1166.019,-0.358,32.19445318,27.125,-96.637,-0.839,-20.663,0,0,9999,0.336,0.015,0.015,0.015,0,0,,NC,NC,125,2.215962373,0.068,0,0,2.042648792,116.4131105,101,-1.160991486,0.571427663,0.31953728,0.073096239,0.000248042,7.98E-05,1.05E-08,1.89E-05,-3.91E-09,1287.223757,385.1912248,10.23654596,39.37950304,12.2261617,6.061925631,4.231547788,8.083998732,1.308393011,11.69691971,20130828 180246  981  000000 0758 0182.bmp
5274,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,322,2.829306877,0.176,0,0,1.911167979,554.3152396,112,-0.954520319,0.401766949,0.520200547,0.240528888,0.002492846,0.000818302,1.02E-06,0.000207506,5.74E-07,3489.615452,1231.794535,49.26048462,174.577794,24.57587929,57.08980872,8.260970865,25.64107164,4.145255163,12.94224405,20130828 180247  881  000000 0662 0574.bmp
5275,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,456,3.086788053,0.249,0,0,1.3315835,789.8220288,131,-0.993402403,-0.151377579,0.573229811,0.301037967,0.00140754,0.000202741,-1.01E-08,-4.79E-05,1.08E-07,5225.094162,1904.16072,52.17083199,252.1754122,18.0969571,100.2284122,7.834911218,40.30893963,9.267406854,25.76812469,20130828 180247  881  000001 0782 0590.bmp
5276,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1151.000852,1160.59,-0.359,32.19708032,27.124,-526.052,-0.84,0,0,0,9999,0.362,0.016,0.016,0.015,0,0,,NC,NC,13376,6.177183168,7.299,0,0,47.5896759,35944.76936,86,-1.181218741,0.644608007,0.320320052,0.067105015,0.009492909,0.005785019,4.27E-05,0.001453765,-3.97E-06,136353.2003,56224.736,18239.2391,8123.913721,9503.630881,2799.524682,4172.620158,1530.174013,182.9407296,2328.896869,20130828 180248  214  000000 0262 0126.bmp
5277,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1151.000852,1160.59,-0.359,32.19708032,27.124,-526.052,-0.84,0,0,0,9999,0.362,0.016,0.016,0.015,0,0,,NC,NC,164,5.87097044,0.089,0,0,10,294.814099,87,-0.851412758,0.972633426,0.25414698,0.006690538,0.001138583,5.38E-05,-4.64E-09,1.81E-06,-1.25E-08,2278.241647,675.558574,171.0212845,161.4923863,72.11372919,48.77047958,6.484015141,47.40040738,35.44012405,3.770695622,20130828 180248  981  000000 0554 0334.bmp
5278,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1138.398635,1147.848,-0.361,32.17973904,27.104,183.101,0,39.156,0,0,9999,0.389,0.015,0.015,0.015,0,0,,NC,NC,126,1.980495593,0.069,0,0,3.130495071,195.9785566,95,-1.198156875,0.642034029,0.218659823,0.017841841,1.75E-06,7.42E-06,2.05E-11,6.14E-07,1.72E-11,1100.116812,322.3630877,28.68716689,10.47817196,20.5145338,16.84633662,9.70849288,1.261095883,2.464101615,1.545072609,20130828 180249  180  000000 0346 0698.bmp
5279,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1138.398635,1147.848,-0.361,32.17973904,27.104,183.101,0,39.156,0,0,9999,0.389,0.015,0.015,0.015,0,0,,NC,NC,66,2.229263201,0.036,0,0,2,76.51187536,93,-0.882338587,0.814045417,0.214608203,0.012498482,0.002170762,0.000360329,2.89E-07,3.74E-05,1.33E-07,668.9469336,173.376526,17.64475693,14.92820323,7.31272159,6.771147386,6.347218846,1.059163607,4.990830907,4.44E-15,20130828 180249  714  000000 0682 0802.bmp
