Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
5188,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1278.388903,1289.434,-0.306,32.1351656,27.171,-80.037,-0.875,-17.096,0,0,9999,0.333,0.016,0.016,0.015,0,0,,NC,NC,7795,6.021084082,4.254,0,0,64.60112,24582.58741,58,0.749184863,1.394652727,0.232235829,0.014186258,0.000675706,0.001175364,9.93E-07,0.00012202,3.34E-07,76077.43919,37730.64828,9398.352265,5690.714331,653.4025729,2308.5543,1202.746382,1470.699706,1214.279667,673.9241797,20130828 180226  923  000000 0906 0390.bmp
5189,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1278.388903,1289.434,-0.306,32.1351656,27.171,-80.037,-0.875,-17.096,0,0,9999,0.333,0.016,0.016,0.015,0,0,,NC,NC,763,1.476854655,0.416,0,0,4.400000095,1482.178239,114,-1.609328463,0.28912565,0.17584295,0.003506605,0.000367564,3.17E-05,1.14E-09,7.67E-08,3.22E-09,3635.351565,1716.833964,174.1997685,35.49617394,31.40722854,38.48713686,25.85338228,16.37233869,25.3495632,17.74498726,20130828 180226  923  000001 0998 0682.bmp
5190,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,195,3.160087474,0.106,0,0,8.060433388,371.9397095,79,-0.308115232,1.128458577,0.245359242,0.015151514,0.00216434,0.00030783,-2.16E-07,-3.58E-05,1.28E-07,1935.029716,579.4014443,145.1663255,101.8959423,41.7745606,22.13296071,22.74511135,18.17499648,27.73066637,10.62534263,20130828 180227  289  000000 0218 0538.bmp
5191,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,171,3.205741104,0.093,0,0,5.656854153,443.1442935,68,0.15368695,1.328546881,0.275565888,0.029348695,0.006865817,0.000887521,9.47E-07,1.27E-05,1.98E-06,1908.883705,579.1174217,76.25477194,63.38142129,42.8003228,37.65808402,16.6902386,26.29292048,6.835684168,14.72492365,20130828 180227  322  000000 0626 0538.bmp
5192,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,233,3.213334368,0.127,0,0,2.668067932,1166.497634,48,2.156284044,1.835531107,0.500073583,0.208785582,0.015137712,0.004812212,3.72E-05,0.001481619,1.74E-05,2622.476692,860.0712349,30.38150131,101.0332568,30.70888647,36.67577478,23.67852665,26.84936265,14.53306979,5.607658538,20130828 180227  422  000000 0154 0698.bmp
5193,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,67,2.513096887,0.037,0,0,4.115965843,186.7753487,72,-0.189412655,1.214946652,0.358957476,0.077279064,0.009469591,0.003814326,2.05E-05,0.000762377,1.03E-05,867.5004323,200.4327942,38.348885,30.39865598,9.559120411,8.00704055,1.258520957,2.739756267,3.231768605,2.772588331,20130828 180227  456  000000 0438 0194.bmp
5194,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,209,3.883871324,0.114,0,0,2.915475845,1152.758857,41,3.504928525,2.140323534,0.573338574,0.287138589,0.019006635,0.006121784,5.79E-05,0.00195088,3.17E-05,3047.79855,989.2034558,25.89765461,102.9192703,16.63585156,3.621962905,33.42397219,17.88346609,28.71754912,19.43570463,20130828 180227  456  000001 0686 0698.bmp
5195,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,83,2.592369877,0.045,0,0,6.268734455,79.04836566,110,-1.392686863,0.598953828,0.272721845,0.026034264,0.000937499,0.000671682,4.67E-07,6.01E-05,2.56E-07,910.6530624,221.1754231,68.36590196,49.17521395,10.40483117,0.31797109,9.001396046,3.053544945,4.923096666,4.607423462,20130828 180227  489  000000 0946 0194.bmp
5196,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,90,1.486255845,0.049,0,0,0,123.4444324,99,-0.746044925,0.781332998,0.198843573,0.010964709,0.000900129,0.000124675,4.06E-08,9.76E-06,9.79E-09,699.6177528,200.2695459,17.41294716,12.26695499,2.925544148,8.455512047,1,2.64013512,2.003788759,3.605551275,20130828 180227  489  000001 0490 0306.bmp
5197,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1272.494991,1283.471,-0.31,32.13723209,27.167,230.809,0,49.292,0,0,9999,0.33,0.015,0.016,0.015,0,0,,NC,NC,7765,4.436890377,4.237,0,0,26.81009674,21633.96685,62,0.42095888,1.286004526,0.291349913,0.044332209,0.015772379,0.011675425,0.000158436,0.002432079,5.33E-07,70491.55953,32440.41686,5303.245529,5145.711224,3703.60217,1809.32127,557.514738,681.3184943,426.7825399,520.6798579,20130828 180227  989  000000 0114 0186.bmp
5198,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,3113,7.234566539,1.699,0,0,34.55483627,17117.5629,40,3.228832319,2.08473952,0.450284674,0.12013568,0.005531843,0.000565904,-9.75E-07,0.000183472,-2.27E-07,51149.55024,20144.7715,3602.029025,1903.664857,2001.998318,929.3895933,742.28397,332.1542555,133.9376627,228.3913366,20130828 180228  022  000000 1022 0238.bmp
5199,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,6139,10.06056925,3.35,0,0,48.99253464,42056.05234,34,4.124534964,2.300579574,0.374092657,0.060249454,0.0364228,0.020480294,0.000555786,0.004418436,6.31E-05,101567.2261,41539.07201,6447.019029,4129.15833,4317.468636,3872.998563,1792.906213,660.0270043,1259.967284,467.0442068,20130828 180228  089  000000 0386 0726.bmp
5200,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,148,3.441015509,0.081,0,0,8.72299099,347.3815251,65,0.509664171,1.48359061,0.259566922,0.010203274,0.009463702,0.003738391,2.12E-05,0.000322736,6.66E-06,1688.547601,471.6730751,187.8286108,83.22488908,33.29115744,17.23426965,16.67632942,12.83149937,5.445584409,3.31662479,20130828 180228  156  000000 0478 0798.bmp
5201,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,264,1.977581918,0.144,0,0,4.841386795,329.0088775,85,-1.14418878,0.901472349,0.174471747,0.001855178,0.000211883,1.53E-05,-1.55E-10,-2.34E-07,-8.55E-10,1541.355572,656.7835773,77.59613201,46.85285531,27.66017522,34.98107287,18.66025404,27.59623873,5.883429771,5.163027624,20130828 180228  622  000000 0290 0554.bmp
5202,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,3926,3.324513667,2.142,0,0,12.61541843,15452.07155,53,0.94171545,1.450495432,0.352224038,0.091781709,0.008394361,0.004871861,3.09E-05,0.001334096,-3.65E-06,30595.25658,14915.74684,2869.438539,1110.224158,749.4615668,344.3037914,544.1026832,51.6235513,275.0037689,249.8992121,20130828 180228  822  000000 0162 0150.bmp
5203,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1267.741587,1278.662,-0.315,32.14104005,27.164,-842.103,-0.882,-179.834,0,0,9999,0.342,0.015,0.016,0.015,0,0,,NC,NC,192,1.164176644,0.105,0,0,0,240.8065847,77,1.331883249,1.647663606,0.16370957,0.001178711,1.40E-05,1.62E-07,1.79E-13,4.40E-09,1.67E-13,1042.471103,354.2902988,8.285152068,5.580886505,2.750073914,7.379703967,2.751495047,1.506440351,2.786232129,1.572669223,20130828 180228  988  000000 0350 0126.bmp
5204,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,2536,3.542400635,1.384,0,0,11.81757927,11780.46172,52,0.878674387,1.511639551,0.311037079,0.065646431,0.004581526,0.002334192,7.62E-06,0.000597463,-3.74E-07,22315.96964,9825.487054,1125.270952,412.7116617,540.2331664,327.8035432,165.3361791,216.8047015,51.02093654,120.3292441,20130828 180229  222  000000 0462 0282.bmp
5205,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,177,2.266270797,0.097,0,0,4.961389542,312.5819092,93,-0.944823323,0.745571114,0.198048616,0.007882828,0.000982327,1.94E-05,8.42E-10,-6.86E-07,-2.54E-09,1336.611013,451.7777321,74.16192142,42.10264914,49.20685968,11.69691971,5.717396547,6.609975989,1.920276752,6.586411343,20130828 180229  255  000000 0990 0166.bmp
5206,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,67,1.996463075,0.037,0,0,3.200922012,120.3969543,77,-0.299227362,1.132589851,0.264997996,0.03196312,0.002844065,0.000296083,-2.23E-07,-3.43E-05,-1.56E-07,719.8402601,174.6784225,22.93212008,26.19057197,8.042986621,2.376282605,4.625181601,1.24817152,3.077422746,1.414213562,20130828 180229  455  000000 0330 0910.bmp
5207,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,6981,4.199795227,3.809,0,0,47.75387573,27210.38323,51,1.680476497,1.652549329,0.333693505,0.073628365,0.006585039,0.00491924,2.77E-05,0.001259338,-4.26E-06,64783.63134,28440.49292,6800.928268,2712.986837,1873.370723,2051.926307,779.9622962,798.6075399,690.8251058,231.1650325,20130828 180229  588  000000 0662 0234.bmp
5208,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,151,2.73184728,0.082,0,0,5.09324789,456.8858959,61,1.01637302,1.564123455,0.400657688,0.110543222,0.011670671,0.002448735,7.44E-06,0.000321163,1.08E-05,1644.13199,465.6722886,73.21037099,72.4273771,7.613505025,26.49290968,6.193936525,7.695806549,4.968988529,3.723302391,20130828 180229  688  000000 0406 0142.bmp
5209,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,85,2.629669595,0.046,0,0,4.767570496,135.9526773,99,-1.084223202,0.7605905,0.221023962,0.013167707,0.000731585,0.00049126,2.01E-07,5.20E-05,2.15E-07,990.4933114,257.6439457,69.92943196,6.424320183,23.8758525,5.048289301,6.162025864,7.745712372,5.378494513,5.650844741,20130828 180229  755  000000 0146 0606.bmp
5210,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,88,1.913380584,0.048,0,0,3.400000095,179.2070092,79,-0.321548054,1.09632278,0.240501787,0.02180113,0.003846776,0.001270757,2.80E-06,0.000177692,1.63E-07,858.9511045,222.8490648,30.60021051,17.76215522,18.39425587,1,5.352173972,2.550321224,5.577657264,4.723028509,20130828 180229  788  000000 1026 0602.bmp
5211,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,8627,2.810520316,4.708,0,0,15.63144588,30253.16191,65,0.167133094,1.267812315,0.287106357,0.051272646,0.004595267,0.002360613,7.69E-06,0.000498435,-1.15E-06,55741.4367,29390.67014,2551.150781,2241.033703,69.72265382,613.7613451,402.4018269,622.8158402,79.69778359,255.1376945,20130828 180229  821  000000 0438 0102.bmp
5212,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,9815,3.467636488,5.356,0,0,31.223032,37560.59664,46,2.768116237,1.986202891,0.287685205,0.047216514,0.004171487,0.002618429,8.60E-06,0.000568924,-9.71E-07,76202.53277,36019.74496,6091.397586,3750.210954,1296.960862,754.1794306,1641.387775,996.4212666,41.31957233,403.6106308,20130828 180229  855  000000 0806 0066.bmp
5213,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1262.160723,1273.016,-0.315,32.14009142,27.161,480.529,0,102.624,0,0,9999,0.334,0.016,0.016,0.015,0,0,,NC,NC,114,1.476995539,0.062,0,0,2.042648792,200.0932665,64,0.418704045,1.545152935,0.183331376,0.005138628,0.000309402,1.17E-05,1.31E-11,-2.53E-07,-7.01E-10,832.0054086,243.6415184,10.24991505,14.00789412,11.8203207,8.588920341,9.481025724,5.812652356,3.578559892,1.46910006,20130828 180229  922  000000 0786 0126.bmp
5214,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,487,1.601436783,0.266,0,0,3,688.5175411,66,1.936808342,1.711935018,0.185293129,0.005087343,0.00096842,2.89E-05,-4.84E-09,-1.92E-06,-2.64E-10,2432.644035,1137.776569,83.20326092,49.33621947,70.58567762,6.032396322,28.52259958,15.44663297,22.82097893,16.22852778,20130828 180230  022  000000 0550 0274.bmp
5215,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,372,3.131815522,0.203,0,0,2.435279846,898.2957676,83,-0.051010365,1.090537751,0.604140273,0.335975051,0.00102994,0.000649191,5.27E-07,0.000334332,6.40E-08,4536.514962,1623.637097,109.8301916,224.6226529,95.98954354,98.28171072,31.03057871,50.83742667,6.122189375,10.20108768,20130828 180230  088  000000 0402 0446.bmp
5216,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,147,2.080819532,0.08,0,0,1,431.9150283,53,1.795072823,1.737410067,0.363720026,0.105229377,0.000128129,2.64E-05,8.85E-10,1.70E-06,1.25E-09,1237.806528,391.6073986,9.898606407,49.24949013,4.343688956,5.397437246,2.325407215,4.133050369,0.702444804,3.894877319,20130828 180230  254  000000 0322 0770.bmp
5217,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,1786,2.336457478,0.975,0,0,10.15494633,4189.183628,90,-1.08187405,0.633896724,0.264399937,0.040748408,0.001591273,0.00056313,5.11E-07,8.62E-05,1.52E-07,12230.79654,5260.294309,1283.541836,638.9818867,137.2727754,207.7267048,158.6184083,74.86628471,28.00858714,83.70270696,20130828 180230  288  000000 0222 0134.bmp
5218,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,1270,3.200232481,0.693,0,0,3.893895388,3173.296595,62,1.63682737,1.610340831,0.248143271,0.035549014,3.69E-05,1.45E-05,3.35E-10,2.66E-06,6.02E-12,9369.95651,4500.859963,704.2655199,318.9876865,147.6316322,22.98473093,14.60931192,40.47803325,39.96912577,29.95619593,20130828 180230  321  000000 0530 0070.bmp
5219,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,1575,2.445305783,0.859,0,0,10.94357967,3331.775139,56,2.490102572,1.78671061,0.202682213,0.012872671,0.000422878,2.01E-05,1.85E-09,1.97E-06,1.19E-10,9456.607478,4430.525755,711.0299877,351.7841895,239.9862334,83.94961902,129.8972512,48.20527623,39.2771809,40.27854243,20130828 180230  354  000000 0586 0074.bmp
5220,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,1536,2.599400466,0.838,0,0,7.664719582,4124.313817,47,4.312469283,2.235728541,0.220334967,0.019211153,0.000196648,2.71E-05,1.53E-09,3.46E-06,1.25E-09,10330.96956,4440.194919,690.7459516,281.2534198,263.8630989,17.18402737,158.1661732,71.37198335,40.59461402,64.60154954,20130828 180230  388  000000 0602 0066.bmp
5221,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,1227,4.417787514,0.67,0,0,18.88379097,3931.056366,69,-0.291049244,1.133523618,0.266110342,0.028372227,3.04E-05,0.001876777,4.11E-07,0.000291407,-1.79E-07,12194.51323,4799.99014,1336.398647,310.6255948,601.5311829,340.6658795,189.4429481,103.2605135,21.67085536,88.95100889,20130828 180230  421  000000 0670 0082.bmp
5222,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1255.440952,1266.218,-0.317,32.13267706,27.151,-522.742,-0.879,-111.642,0,0,9999,0.335,0.016,0.015,0.015,0,0,,NC,NC,6777,9.787515006,3.698,0,0,54.64454651,44469.45443,42,2.157574834,1.939079959,0.309357379,0.040136841,0.017432961,0.002518898,1.58E-05,0.000470971,5.27E-06,100412.8116,45207.34082,3118.756392,10376.97798,1004.085088,1586.535787,130.9077987,1881.906925,2174.544189,175.7357579,20130828 180230  988  000000 0122 0382.bmp
5223,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1249.066956,1259.77,-0.32,32.13265709,27.146,-648.189,-0.88,0,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,5454,6.845960371,2.976,0,0,24.68189049,26416.63215,45,1.673279984,1.708563741,0.266413531,0.037768102,0.00309958,0.000969533,1.68E-06,0.000187746,-1.29E-07,56697.59589,28622.2973,3779.079351,3426.935067,1722.639266,1198.390097,810.9965764,521.3007188,812.7211873,434.9656007,20130828 180231  021  000000 0702 0402.bmp
5224,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1249.066956,1259.77,-0.32,32.13265709,27.146,-648.189,-0.88,0,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,4893,6.702907279,2.67,0,0,24.29312134,26071.54935,41,2.610062876,1.940267364,0.396863307,0.097231871,0.017610347,0.001642643,-6.15E-06,-0.000380318,-6.34E-06,51657.45233,27966.98946,6224.013413,2301.286214,877.6881597,846.4033359,1535.185479,499.0055188,365.6591204,319.0914991,20130828 180231  888  000000 0114 0230.bmp
5225,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1249.066956,1259.77,-0.32,32.13265709,27.146,-648.189,-0.88,0,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,8305,4.161017707,4.532,0,0,31.84611511,22417.7959,70,-0.134879399,1.082391902,0.3446677,0.081667029,0.01280719,0.008313724,8.55E-05,0.002111226,-7.07E-06,82693.79324,34811.77403,7596.615986,3594.581808,1221.358611,891.3712929,1208.651119,512.4692836,199.6682938,136.876201,20130828 180231  921  000000 0382 0510.bmp
5226,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1249.066956,1259.77,-0.32,32.13265709,27.146,-648.189,-0.88,0,0,0,9999,0.334,0.016,0.015,0.015,0,0,,NC,NC,9458,4.28909322,5.161,0,0,20.80125809,32561.43788,53,1.43882162,1.52620738,0.347543165,0.090888836,0.005602353,0.003428576,1.50E-05,0.000984703,-7.33E-07,97458.44323,40676.36791,8247.45684,2737.65717,1402.215104,1631.39901,853.6164871,1037.399736,223.7084708,1047.20905,20130828 180231  954  000000 0686 0450.bmp
5227,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1243.492515,1254.131,-0.324,32.13717613,27.144,229.935,-0.885,49.099,0,0,9999,0.327,0.015,0.015,0.015,0,0,,NC,NC,11179,5.400099044,6.1,0,0,37.9969635,34201.63916,51,1.973169004,1.744409443,0.291240509,0.052035973,0.003309817,0.002680693,7.96E-06,0.000610982,6.02E-07,117303.7222,49451.12589,12568.9262,3491.899172,4522.491377,2381.586905,2452.089591,1392.045865,1543.772331,602.339084,20130828 180232  387  000000 0470 0598.bmp
5228,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1243.492515,1254.131,-0.324,32.13717613,27.144,229.935,-0.885,49.099,0,0,9999,0.327,0.015,0.015,0.015,0,0,,NC,NC,169,3.985266069,0.092,0,0,5.295135498,513.2926939,59,0.648923419,1.596871076,0.258334129,0.029432946,0.001938607,0.00013733,-7.82E-09,-9.46E-06,-7.04E-08,2022.611431,611.5439689,111.1129853,64.8410577,42.65318862,19.73879595,23.23396541,44.0017198,7.927202076,11.16294367,20130828 180232  587  000000 0954 0574.bmp
5229,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1243.492515,1254.131,-0.324,32.13717613,27.144,229.935,-0.885,49.099,0,0,9999,0.327,0.015,0.015,0.015,0,0,,NC,NC,10315,17.56619173,5.629,0,0,163.9264374,125891.5683,22,10.50108335,3.325927679,0.615844862,0.058347075,0.390772356,0.096984109,0.000923607,-0.019400342,-0.018857865,168100.1831,114655.4786,33593.26665,28521.38264,2150.98135,4047.074792,2040.712615,642.9770292,1439.242319,1965.433713,20130828 180232  987  000000 0318 0198.bmp
5230,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,2631,7.561144399,1.436,0,0,22.22755814,13328.94719,40,3.57550194,2.175833168,0.555761018,0.261861219,0.00146414,0.000489544,3.30E-07,4.72E-05,2.51E-07,38861.69595,15113.20527,4675.361901,1108.293541,1565.762225,282.998981,540.1899067,583.8801751,269.9240149,267.9469654,20130828 180233  520  000000 1026 0390.bmp
5231,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,1314,2.877968217,0.717,0,0,7.7781744,2556.858266,68,0.597482226,1.271692424,0.17890636,0.003505196,0.000380973,4.20E-05,5.09E-09,2.40E-06,1.51E-09,8556.528502,4052.126827,84.10654071,53.35182902,197.7470398,171.5090837,64.1199852,83.00118904,17.60501614,43.00588897,20130828 180236  052  000000 0534 0190.bmp
5232,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,1705,3.082550746,0.93,0,0,7.478900909,2861.937432,79,-0.252966798,1.028213865,0.181651134,0.004754019,0.000533164,1.51E-05,-3.81E-10,-5.17E-07,-1.30E-09,11507.39123,5301.305825,484.7477147,303.8890518,92.76690088,344.4029942,69.15617421,194.6703458,54.53082698,109.3516993,20130828 180236  086  000000 1022 0190.bmp
5233,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:02 PM,0,0,0,1217.958325,1228.303,-0.335,32.12693497,27.117,-665.946,-0.895,-142.161,0,0,9999,0.356,0.016,0.016,0.015,0,0,,NC,NC,75,2.054056858,0.041,0,0,2.599999905,143.2588455,70,0.09011103,1.364846863,0.259392593,0.035002962,0.001562899,0.000531552,4.45E-07,9.13E-05,-1.92E-07,813.66455,210.2492068,13.85764642,23.0518992,9.289347296,5.750744979,2.391435207,9.348646977,2.360728762,2.24823195,20130828 180236  119  000000 0182 0150.bmp
